Year,City,Sport,Athlete,Country,Gender,Event,Medal
2010,Vancouver,Skating,"CHO, Simon",USA,Men,5000M Relay,Bronze
2010,Vancouver,Skating,"JAYNER, Travis",USA,Men,5000M Relay,Bronze
2010,Vancouver,Skating,"MALONE, Jordan",USA,Men,5000M Relay,Bronze
2010,Vancouver,Skating,"OHNO, Apolo Anton",USA,Men,5000M Relay,Bronze
2010,Vancouver,Skating,"HEDRICK, Chad",USA,Men,1000M,Bronze
2010,Vancouver,Skating,"DAVIS, Shani",USA,Men,1000M,Gold
2010,Vancouver,Skating,"DAVIS, Shani",USA,Men,1500M,Silver
2010,Vancouver,Skating,"HANSEN, Brian",USA,Men,Team Pursuit,Silver
2010,Vancouver,Skating,"HEDRICK, Chad",USA,Men,Team Pursuit,Silver
2010,Vancouver,Skating,"KUCK, Jonathan",USA,Men,Team Pursuit,Silver
2010,Vancouver,Skating,"MARSICANO, Trevor",USA,Men,Team Pursuit,Silver
2010,Vancouver,Skiing,"MILLER, Bode",USA,Men,Downhill,Bronze
2010,Vancouver,Skiing,"VONN, Lindsey",USA,Women,Downhill,Gold
2010,Vancouver,Skiing,"MANCUSO, Julia",USA,Women,Downhill,Silver
2010,Vancouver,Skiing,"MILLER, Bode",USA,Men,Super Combined,Gold
2010,Vancouver,Skiing,"MANCUSO, Julia",USA,Women,Super Combined,Silver
2010,Vancouver,Skiing,"WEIBRECHT, Andrew",USA,Men,Super-G,Bronze
2010,Vancouver,Skiing,"MILLER, Bode",USA,Men,Super-G,Silver
2010,Vancouver,Skiing,"VONN, Lindsey",USA,Women,Super-G,Bronze
2010,Vancouver,Skiing,"PETERSON, Jeret",USA,Men,Aerials,Silver
2010,Vancouver,Skiing,"WILSON, Bryon",USA,Men,Moguls,Bronze
2010,Vancouver,Skiing,"BAHRKE, Shannon",USA,Women,Moguls,Bronze
2010,Vancouver,Skiing,"KEARNEY, Hannah",USA,Women,Moguls,Gold
2010,Vancouver,Skiing,"SPILLANE, Johnny",USA,Men,"Individual, Ski Jumping K90 (70M)",Silver
2010,Vancouver,Skiing,"DEMONG, Bill",USA,Men,Sprint K120,Gold
2010,Vancouver,Skiing,"SPILLANE, Johnny",USA,Men,Sprint K120,Silver
2010,Vancouver,Skiing,"CAMEROTA, Brett",USA,Men,"Team, 4X5 KM",Silver
2010,Vancouver,Skiing,"DEMONG, Bill",USA,Men,"Team, 4X5 KM",Silver
2010,Vancouver,Skiing,"LODWICK, Todd",USA,Men,"Team, 4X5 KM",Silver
2010,Vancouver,Skiing,"SPILLANE, Johnny",USA,Men,"Team, 4X5 KM",Silver
2010,Vancouver,Skiing,"LAGO, Scott",USA,Men,Half-Pipe,Bronze
2010,Vancouver,Skiing,"WHITE, Shaun",USA,Men,Half-Pipe,Gold
2010,Vancouver,Skiing,"CLARK, Kelly",USA,Women,Half-Pipe,Bronze
2010,Vancouver,Skiing,"TETER, Hannah",USA,Women,Half-Pipe,Silver
2010,Vancouver,Skiing,"WESCOTT, Seth",USA,Men,Snowboard Cross,Gold
2014,Sochi,Bobsleigh,"FOGT, Christopher",USA,Men,Four-Man,Bronze
2014,Sochi,Bobsleigh,"HOLCOMB, Steven",USA,Men,Four-Man,Bronze
2014,Sochi,Bobsleigh,"LANGTON, Steven",USA,Men,Four-Man,Bronze
2014,Sochi,Bobsleigh,"TOMASEVICZ, Curtis",USA,Men,Four-Man,Bronze
2014,Sochi,Bobsleigh,"HOLCOMB, Steven",USA,Men,Two-Man,Bronze
2014,Sochi,Bobsleigh,"LANGTON, Steven",USA,Men,Two-Man,Bronze
2014,Sochi,Bobsleigh,"EVANS, Aja",USA,Women,Two-Woman,Bronze
2014,Sochi,Bobsleigh,"GREUBEL, Jamie",USA,Women,Two-Woman,Bronze
2014,Sochi,Bobsleigh,"MEYERS, Elana",USA,Women,Two-Woman,Silver
2014,Sochi,Bobsleigh,"WILLIAMS, Lauryn",USA,Women,Two-Woman,Silver
2014,Sochi,Bobsleigh,"ANTOINE, Matthew",USA,Men,Individual,Bronze
2014,Sochi,Bobsleigh,"PIKUS-PACE, Noelle",USA,Women,Individual,Silver
2014,Sochi,Ice Hockey,"BELLAMY, Kacey",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"BOZEK, Megan",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"CARPENTER, Alex",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"CHU, Julie",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"COYNE, Kendall",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"DECKER, Brianna",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"DUGGAN, Meghan",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"FRY, Lyndsey",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"KESSEL, Amanda",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"KNIGHT, Hilary",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"LAMOUREUX, Jocelyne",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"LAMOUREUX, Monique",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"MARVIN, Gigi",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"MCLAUGHLIN, Brianne",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"PICARD, Michelle",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"PUCCI, Josephine",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"SCHAUS, Molly",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"SCHLEPER, Anne",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"STACK, Kelli",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"STECKLEIN, Lee",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"VETTER, Jessie",USA,Women,Ice Hockey,Silver
2014,Sochi,Luge,"HAMLIN, Erin",USA,Women,Singles,Bronze
2014,Sochi,Skating,"WHITE, Charlie",USA,Men,Ice Dancing,Gold
2014,Sochi,Skating,"ABBOTT, Jeremy",USA,Men,Team,Bronze
2014,Sochi,Skating,"BROWN, Jason",USA,Men,Team,Bronze
2014,Sochi,Skating,"SHNAPIR, Simon",USA,Men,Team,Bronze
2014,Sochi,Skating,"WHITE, Charlie",USA,Men,Team,Bronze
2014,Sochi,Skating,"DAVIS, Meryl",USA,Women,Ice Dancing,Gold
2014,Sochi,Skating,"CASTELLI, Marissa",USA,Women,Team,Bronze
2014,Sochi,Skating,"DAVIS, Meryl",USA,Women,Team,Bronze
2014,Sochi,Skating,"GOLD, Gracie",USA,Women,Team,Bronze
2014,Sochi,Skating,"WAGNER, Ashley",USA,Women,Team,Bronze
2014,Sochi,Skating,"ALVAREZ, Eduardo",USA,Men,5000M Relay,Silver
2014,Sochi,Skating,"CELSKI, J.R.",USA,Men,5000M Relay,Silver
2014,Sochi,Skating,"CREVELING, Chris",USA,Men,5000M Relay,Silver
2014,Sochi,Skating,"MALONE, Jordan",USA,Men,5000M Relay,Silver
2014,Sochi,Skiing,"LIGETY, Ted",USA,Men,Giant Slalom,Gold
2014,Sochi,Skiing,"MILLER, Bode",USA,Men,Super-G,Bronze
2014,Sochi,Skiing,"WEIBRECHT, Andrew",USA,Men,Super-G,Silver
2014,Sochi,Skiing,"SHIFFRIN, Mikaela",USA,Women,Slalom,Gold
2014,Sochi,Skiing,"MANCUSO, Julia",USA,Women,Super Combined,Bronze
2014,Sochi,Skiing,"WISE, David",USA,Men,Ski Halfpipe,Gold
2014,Sochi,Skiing,"CHRISTENSEN, Joss",USA,Men,Ski Slopestyle,Gold
2014,Sochi,Skiing,"GOEPPER, Nicholas",USA,Men,Ski Slopestyle,Bronze
2014,Sochi,Skiing,"KENWORTHY, Gus",USA,Men,Ski Slopestyle,Silver
2014,Sochi,Skiing,"KEARNEY, Hannah",USA,Women,Moguls,Bronze
2014,Sochi,Skiing,"BOWMAN, Maddie",USA,Women,Ski Halfpipe,Gold
2014,Sochi,Skiing,"LOGAN, Devin",USA,Women,Ski Slopestyle,Silver
2014,Sochi,Skiing,"KOTSENBURG, Sage",USA,Men,Slopestyle,Gold
2014,Sochi,Skiing,"DEIBOLD, Alex",USA,Men,Snowboard Cross,Bronze
2014,Sochi,Skiing,"CLARK, Kelly",USA,Women,Half-Pipe,Bronze
2014,Sochi,Skiing,"FARRINGTON, Kaitlyn",USA,Women,Half-Pipe,Gold
2014,Sochi,Skiing,"ANDERSON, Jamie",USA,Women,Slopestyle,Gold
